Exch,ScripCode,TradeDate,OpenRate,HighRate,LowRate,CloseRate,Qty
N,7,37052,29.5,29.95,27.65,29.25,426
N,7,37055,30.65,30.85,30.65,30.85,800
N,7,37058,30.6,30.6,28.4,29.4,850
N,7,37059,29.8,30,29.8,30,1000
N,7,37060,28.1,28.1,28,28,200
N,7,37061,29.8,29.8,29.05,29.05,200
N,7,37065,29.25,29.45,29.25,29.45,330
N,7,37067,29.75,29.95,29.75,29.95,300
N,7,37068,29.75,29.75,29.75,29.75,350
N,7,37069,30.5,30.75,30.5,30.75,600
N,7,37076,30,30,30,30,200
N,7,37081,30,30,30,30,200
N,7,37090,30,30,30,30,250
N,7,37125,29.5,29.5,29.5,29.5,200
N,7,37132,31.75,31.75,31.75,31.75,100
N,7,37173,32.2,32.2,32.2,32.2,50
N,7,37177,33,33,32.2,32.2,300
N,7,37187,37.5,37.5,37.5,37.5,50
N,7,37194,33,33,33,33,100
N,7,37199,35,35,35,35,200
N,7,37201,34.35,34.35,34.35,34.35,1
N,7,37205,35.4,35.4,35.4,35.4,100
N,7,37207,35.5,35.5,35.5,35.5,100
N,7,37212,38,38,38,38,100
N,7,37215,37,37,37,37,200
N,7,37216,36,37,36,37,200
N,7,37220,36,37.5,36,37,1200
N,7,37221,36.3,36.3,36.3,36.3,50
N,7,37229,35.25,35.25,35.25,35.25,100
N,7,37234,37,37,36.5,36.5,40
N,7,37235,35.75,35.75,35.75,35.75,280
N,7,37256,33.8,34,33.7,33.7,400
N,7,37257,34,34,33.8,33.8,200
N,7,37258,29.5,34.25,29.5,34.25,581
N,7,37261,33.55,33.55,33.55,33.55,100
N,7,37262,35,36,35,35,700
N,7,37263,35,35,34,34,200
N,7,37268,35.65,35.65,35.65,35.65,1
N,7,37271,34.5,34.5,34.2,34.2,200
N,7,37272,33.75,33.75,33.55,33.55,100
N,7,37275,32.35,35,32.35,33.6,601
N,7,37276,34,34,34,34,600
N,7,37277,34,35,33,33,900
N,7,37279,33,34,33,33.25,366
N,7,37282,33.5,34,33.5,34,500
N,7,37283,33.2,35,33.15,34.9,1101
N,7,37284,34.75,35,34.75,35,350
N,7,37285,35,35.1,35,35,825
N,7,37286,35.05,35.5,35.05,35.5,384
N,7,37289,35.95,36,35.95,36,500
N,7,37290,35.45,37,35.45,36.2,1000
N,7,37291,36.85,36.9,36,36,64
N,7,37292,35.7,35.95,35.7,35.95,495
N,7,37293,36,36.3,36,36.05,900
N,7,37296,36.3,37,36.25,36.5,883
N,7,37297,37.5,38.5,37.5,38.5,650
N,7,37298,37.1,38.7,37.1,38.7,400
N,7,37299,38,38,37.5,37.6,148
N,7,37300,37,38,37,38,1070
N,7,37303,39,41,38.4,40.1,1101
N,7,37304,40,40.5,39.05,39.25,825
N,7,37305,40.25,41.9,40.2,41.25,1850
N,7,37306,41,43,41,42,3650
N,7,37307,42,42,40.8,41.15,1690
N,7,37310,42,43,41,42.9,2552
N,7,37311,41.9,42.25,41.75,41.75,2072
N,7,37312,40.35,42.5,40.35,42.3,2438
N,7,37313,41.25,41.5,41,41,2375
N,7,37314,39.05,41.25,39.05,40.5,1625
N,7,37317,41.2,42,41,41.75,1500
N,7,37318,43,43,41.2,41.25,700
N,7,37319,42,42.5,41.45,41.95,11675
N,7,37320,42.25,42.5,42.25,42.5,465
N,7,37321,42.9,43.75,41.5,42.5,302
N,7,37325,40.25,40.25,40.25,40.25,100
N,7,37326,41,41.8,40.1,41,303
N,7,37327,41,41.5,39,41.5,1319
N,7,37328,39.6,42.5,39.6,42.5,1000
N,7,37332,41.1,44,41.1,44,978
N,7,37333,42.6,42.6,42.15,42.15,100
N,7,37334,43,43,42,42,1100
N,7,37335,40.35,41.15,40.35,41.15,200
N,7,37339,39.1,41.6,39,41.6,1050
N,7,37340,40.55,40.55,40.55,40.55,100
N,7,37346,41,41,41,41,100
N,7,37347,42,44,42,44,1405
N,7,37348,42.5,44,42.5,44,1050
N,7,37349,44,45,44,45,775
N,7,37352,46,46.05,45.5,45.5,550
N,7,37353,46.45,46.45,43,46,750
N,7,37354,45.95,48,45.9,48,1095
N,7,37355,48,49,46.7,48.8,1280
N,7,37356,47,49,45.65,48.25,1180
N,7,37359,50,50,47.95,50,1375
N,7,37360,51,51,50,50,290
N,7,37361,49.95,50,49.95,50,750
N,7,37362,49.95,51,48.1,50.05,1669
N,7,37363,50.45,50.45,49.35,49.6,300
N,7,37367,45,46.4,45,46.4,34
N,7,37368,49.95,49.95,49.95,49.95,50
N,7,37369,50.75,51,49.9,49.9,200
N,7,37370,50,50,49.5,49.5,1100
N,7,37373,51.95,52.5,50.25,51,1602
N,7,37374,52,52.25,50.55,52.25,1137
N,7,37376,52.25,55,52.25,55,1200
N,7,37377,55,59,54.2,56,2554
N,7,37380,57.45,58,56.2,56.95,1800
N,7,37381,56.1,56.5,54.1,55.65,3056
N,7,37382,56,56,54.35,55.4,1074
N,7,37383,54,56.4,53.4,56.4,875
N,7,37384,52.05,56.3,52.05,55,526
N,7,37387,55,57,55,57,401
N,7,37388,57,57.25,56.75,57,1126
N,7,37389,56,56.5,55.55,56.5,2005
N,7,37390,55,62,51.8,61.5,5096
N,7,37391,64.75,64.9,56,56.5,6392
N,7,37394,56,56.2,53.15,56.1,1660
N,7,37395,56,56,53.25,54.4,2275
N,7,37396,53,57,53,55.5,1375
N,7,37397,54.05,57,54.05,56.15,1175
N,7,37398,56,58,56,57.85,1040
N,7,37401,56.65,56.65,56.65,56.65,1500
N,7,37402,55.65,56.85,55.65,56.85,1433
N,7,37403,53.15,56.95,53.15,56.95,595
N,7,37404,57.9,58.5,57.9,58.5,350
N,7,37405,58,58,58,58,280
N,7,37408,57.5,57.5,57.15,57.2,675
N,7,37409,58,59.95,57.5,57.55,525
N,7,37410,58,58.5,57,57.25,485
N,7,37411,57,58,57,58,450
N,7,37412,58,60,57.4,59,2700
N,7,37415,59.95,60.5,57.15,60,1625
N,7,37416,54,61.9,54,61.75,791
N,7,37417,63.8,63.8,56,60.55,900
N,7,37418,59.15,62.8,59.15,61.95,1850
N,7,37419,60.5,63.8,60.5,63.25,2268
N,7,37422,64,67,64,64.9,3706
N,7,37423,64,66,63.55,64.1,1236
N,7,37424,63.8,63.85,61.6,63.2,2734
N,7,37425,61.7,66,61.7,64.45,850
N,7,37426,64.9,66,63.55,63.7,3075
N,7,37429,65,65.5,64.05,64.35,1622
N,7,37430,66,66,64.65,64.8,718
N,7,37431,64.2,65.9,64.15,65,1305
N,7,37432,65.1,65.65,65.1,65.55,825
N,7,37433,66,66,64.15,64.65,2874
N,7,37436,65,71.1,65,70.45,3000
N,7,37437,75,75,68.55,69.55,2345
N,7,37438,68.05,70,68.05,69.4,1885
N,7,37439,66.9,68.8,66.9,67.2,1145
N,7,37440,66.5,68.95,66.5,67.7,1250
N,7,37443,72,72.35,68.3,69.4,1428
N,7,37444,69.55,70.5,69,69.65,3910
N,7,37445,71,71,67,67.15,2671
N,7,37446,66,67,64,64.05,1658
N,7,37447,66,66.5,65.1,65.55,345
N,7,37450,64,65,62.35,63.65,1025
N,7,37451,62.95,64.85,62.95,63.25,1850
N,7,37452,60.05,63.5,60.05,63,450
N,7,37453,62.05,64,62.05,64,800
N,7,37454,57.7,65,57.7,65,575
N,7,37457,63,63,62.1,62.4,1450
N,7,37458,62.75,63,60,62.45,735
N,7,37459,61.95,62,61.25,61.25,1208
N,7,37460,61.25,62,61.25,62,725
N,7,37461,57.5,62.9,57.5,62.5,953
N,7,37464,58.9,62.3,57.5,62.25,1550
N,7,37465,64,64,58,58.3,1802
N,7,37466,59,60,59,59.15,1127
N,7,37467,61,62.5,59,59.25,2356
N,7,37468,58,60.5,58,60.5,1921
N,7,37471,55.55,61,55.5,60.1,1275
N,7,37472,61,62.25,57.85,62.25,851
N,7,37473,61.15,63,61.15,62,675
N,7,37474,58.05,68.2,58.05,67,3759
N,7,37475,64.1,64.1,62,62,100
N,7,37478,68,68,62,62,925
N,7,37479,61.25,62.5,61,61.3,360
N,7,37480,61.5,63.95,61.5,63.95,348
N,7,37482,62,62.3,62,62.25,125
N,7,37485,64,64,62.6,64,307
N,7,37486,61.05,62.9,61.05,62.9,800
N,7,37487,60.6,63.1,60.6,63.1,694
N,7,37489,62.1,62.9,60,62,435
N,7,37492,62,62.8,62,62.2,441
N,7,37493,62.4,62.5,61.05,61.05,555
N,7,37494,62.75,62.75,62.75,62.75,200
N,7,37495,62,63,62,63,575
N,7,37496,62.9,63,62.9,63,500
N,7,37499,62.5,62.55,62.5,62.55,250
N,7,37500,62.55,62.55,62.2,62.2,300
N,7,37501,60.4,61.4,60.4,61.3,150
N,7,37502,61,61,61,61,50
N,7,37503,61.25,61.25,59.25,59.5,300
N,7,37506,56.1,59,56.1,58.5,100
N,7,37508,58.1,58.1,57.25,57.25,300
N,7,37510,57.95,58.1,57.95,58.1,101
N,7,37513,58.5,58.5,55.45,56.75,747
N,7,37514,54.85,56.5,54.85,56.4,250
N,7,37515,61,61,56.15,56.25,485
N,7,37516,57,57,56.5,56.5,180
N,7,37517,55,55,55,55,200
N,7,37520,55.05,55.75,55.05,55.6,229
N,7,37521,55.25,58,55.25,57.25,1126
N,7,37522,57.5,60,57,60,1405
N,7,37523,57,59,57,59,401
N,7,37524,59,59.5,59,59.5,650
N,7,37527,59,59.7,59,59,325
N,7,37528,59.05,59.1,59,59,1237
N,7,37530,57,59.05,57,59,600
N,7,37531,59,59.05,59,59,765
N,7,37534,57.15,58.9,57.1,58.7,545
N,7,37535,59,59.8,59,59.8,751
N,7,37536,56,59,56,59,150
N,7,37537,59,59.2,59,59.15,766
N,7,37538,59.05,59.15,59,59.15,600
N,7,37541,59.5,59.5,59,59,225
N,7,37543,59.25,59.25,59.25,59.25,100
N,7,37544,59.35,61,59.35,61,525
N,7,37548,59.5,63.95,59.5,62.25,1185
N,7,37549,59,61,59,61,300
N,7,37550,60.05,60.05,60.05,60.05,200
N,7,37551,59.55,60,59.55,60,200
N,7,37552,60,61.6,60,60.25,345
N,7,37555,60,61.9,59,60.05,605
N,7,37556,55,61.5,55,61.5,381
N,7,37557,61.25,63,61.25,63,850
N,7,37558,63,63,61,62,360
N,7,37559,62,62,62,62,100
N,7,37562,60,60,60,60,100
N,7,37565,60,60,60,60,100
N,7,37566,55,60.3,55,60.25,100
N,7,37569,60.5,60.5,60.25,60.5,250
N,7,37570,60.05,61.45,60.05,61.45,430
N,7,37571,61.85,61.95,61.85,61.9,150
N,7,37572,62.95,62.95,60.55,61.65,1051
N,7,37573,62,63,61.5,61.5,825
N,7,37576,59.25,60.5,59.25,60.5,206
N,7,37579,58.75,61.9,58.75,59.95,704
N,7,37580,59,59.5,59,59.5,150
N,7,37583,59.1,59.2,59.1,59.15,225
N,7,37584,59.25,59.25,58.75,58.75,700
N,7,37585,59,60,59,59.3,500
N,7,37586,59,59.45,58.75,59.45,3070
N,7,37587,59.4,60,59,59.85,990
N,7,37590,62,62,59,59,1945
N,7,37591,58.75,58.75,58.75,58.75,100
N,7,37593,57.8,57.8,57,57,450
N,7,37594,56.5,57,56.5,57,555
N,7,37597,56.3,56.3,55.5,55.5,2385
N,7,37598,55,56.05,54,56.05,675
N,7,37599,55.05,56.2,55.05,56,500
N,7,37600,57.5,58.5,55.55,56,510
N,7,37601,57.5,57.9,57.5,57.85,502
N,7,37604,57.9,57.9,57,57.25,636
N,7,37605,59,59,55,57.2,296
N,7,37606,57.2,58,57.2,57.5,150
N,7,37607,61,61,56.2,57,316
N,7,37608,59.45,59.45,59.45,59.45,11
N,7,37611,59.45,61,58.55,60.15,2461
N,7,37612,61.5,63.9,61.2,62.05,3729
N,7,37614,62,62.5,62,62.35,230
N,7,37615,62.35,63,62.35,62.35,700
N,7,37618,60,63.2,60,61.9,1100
N,7,37619,62,62.8,62,62.55,450
N,7,37620,62.15,64.2,62.15,64.2,460
N,7,37621,63.05,65,63.05,64.45,1317
N,7,37622,65.8,65.85,64.05,64.75,824
N,7,37625,65,65,64,64.6,1743
N,7,37626,61,68,61,67,3281
N,7,37627,67,70.5,63,69.4,5504
N,7,37628,71.9,71.9,67.1,68,2075
N,7,37629,68,69.7,66.5,68,1685
N,7,37632,69.9,69.9,66.8,68.6,553
N,7,37633,69.4,70.4,67.55,68.7,2578
N,7,37634,67.4,68.5,67.25,67.5,934
N,7,37635,65.4,66,65.4,65.45,1211
N,7,37636,67.7,68.45,67.7,68,1215
N,7,37639,68,68,66.1,67.1,812
N,7,37640,70,70,65.35,65.35,2210
N,7,37641,67.4,67.4,65.65,65.65,300
N,7,37642,64.05,66.25,64.05,66.05,467
N,7,37643,68,68,65.6,65.75,975
N,7,37646,65,65.5,65,65,1501
N,7,37647,66.45,66.45,65.1,65.5,875
N,7,37648,61,66,61,64.5,601
N,7,37649,66.35,66.35,63.4,64,4003
N,7,37650,61.35,63.2,61.35,63.2,101
N,7,37653,63,64.3,63,64.3,505
N,7,37654,66.5,67.95,63.2,63.7,651
N,7,37655,63.5,63.5,63.5,63.5,450
N,7,37656,63.1,64.9,63.1,64.9,150
N,7,37657,63,63,63,63,500
N,7,37660,62.85,62.9,61.5,61.85,1225
N,7,37661,60.55,61.8,60.55,60.95,1175
N,7,37662,54.9,61.3,54.9,59.45,1200
N,7,37664,59,59,58.5,58.5,850
N,7,37668,59.2,60,59,59.75,700
N,7,37669,58.55,59,58.55,59,95
N,7,37671,60.25,62.35,60.25,60.35,725
N,7,37674,61.2,61.25,58.25,61.25,400
N,7,37675,58,61,58,61,710
N,7,37676,59,59,59,59,100
N,7,37677,58,60,57.65,60,965
N,7,37678,60.15,60.15,58.75,58.75,500
N,7,37681,61,62,61,61.95,650
N,7,37682,59.45,59.45,58.55,59,250
N,7,37683,57.35,59,57.35,59,125
N,7,37684,59.05,59.05,59.05,59.05,200
N,7,37685,57,57.8,57,57.65,873
N,7,37688,57.85,57.85,57.85,57.85,100
N,7,37689,57.15,58.5,57.15,58.5,1326
N,7,37690,58.5,58.5,57.25,58.5,350
N,7,37691,59.9,59.9,58.6,59.25,1960
N,7,37695,57,57,57,57,100
N,7,37697,57.6,57.6,57.5,57.5,400
N,7,37698,57.5,57.75,57,57,250
N,7,37699,57.25,57.25,57.25,57.25,200
N,7,37702,55.9,56,55,55,650
N,7,37703,52.55,53.1,52.55,53.05,400
N,7,37704,53.9,54.5,53.9,54.4,609
N,7,37705,55,55,55,55,200
N,7,37706,57,58.75,56.05,57.3,902
N,7,37709,57,57,57,57,400
N,7,37710,57.45,57.5,57.1,57.1,349
N,7,37712,57.8,61.95,57.25,57.25,400
N,7,37716,60,61.5,59.45,59.45,991
N,7,37717,59.85,63,59.55,60,1100
N,7,37718,60.05,61.7,60.05,60.15,875
N,7,37719,57.1,60,57.1,60,1150
N,7,37720,60,60,60,60,1050
N,7,37724,60,60,60,60,500
N,7,37726,60.35,61.5,60.15,60.15,500
N,7,37730,60.75,61.4,60.55,60.55,400
N,7,37732,61,61,60.45,61,600
N,7,37734,60.1,61.95,60.1,60.75,502
N,7,37737,61,61,61,61,100
N,7,37738,61,61,61,61,100
N,7,37739,61,61,60.8,60.8,400
N,7,37741,60.2,60.25,60.2,60.25,425
N,7,37744,62.5,62.5,62.25,62.25,500
N,7,37746,60.1,61.95,60.1,61,700
N,7,37748,60,60.05,60,60,458
N,7,37751,61.45,61.45,61.45,61.45,200
N,7,37752,62,63,60.5,60.5,250
N,7,37753,60.5,62.5,60.3,62.15,475
N,7,37754,63,63,63,63,200
N,7,37755,61.3,63.35,61.3,63.35,554
N,7,37758,66.9,67,63.15,63.2,895
N,7,37759,64.5,64.5,63.25,63.55,226
N,7,37760,63.65,65.1,63.6,63.8,450
N,7,37761,65,65,63.2,63.2,924
N,7,37762,63.55,64.7,63.15,64.7,550
N,7,37765,64,66,64,65.1,900
N,7,37766,61.5,69.75,61.5,66.75,1415
N,7,37767,66.1,66.1,64.5,65.3,1322
N,7,37768,64.5,65.65,64.5,65.35,1558
N,7,37769,65.5,65.95,65,65.5,775
N,7,37772,63.6,67,63,63.5,1076
N,7,37773,65.4,65.5,63.5,63.85,1505
N,7,37774,63.55,65,63.5,64.55,1415
N,7,37775,64.9,65,64.3,64.95,970
N,7,37776,67,67,64.85,65.5,799
N,7,37779,64.7,65.65,64.7,65.4,875
N,7,37780,65,66.9,64.7,65.8,2082
N,7,37781,65,67.4,60.55,65.95,878
N,7,37782,66.25,67.55,66.25,67.1,1525
N,7,37783,66.9,68,66.9,67.55,680
N,7,37786,68.5,71,67.05,70.45,5806
N,7,37787,73.5,77.5,73,77.5,8748
N,7,37788,81.4,85.25,79,82.55,33116
N,7,37789,84.6,84.6,78.5,78.6,11601
N,7,37790,77.1,82.55,76,79.9,46002
N,7,37793,80.6,81.5,76.5,77.05,14689
N,7,37794,78,80.5,77.55,79.4,14154
N,7,37795,80,80,78.05,79.05,11898
N,7,37796,80,80.8,78.5,79.8,3700
N,7,37797,81,81.5,79.3,80,9848
N,7,37800,80,84,79.75,84,17105
N,7,37801,85,88.2,85,88.2,26648
N,7,37802,92.5,92.65,91.1,92.65,17505
N,7,37803,97.3,97.3,93,97.05,74651
N,7,37804,99.95,99.95,93.45,97.45,25754
N,7,37807,97,98.95,95,97.25,13574
N,7,37808,99.9,100,94.2,94.65,9316
N,7,37809,97,97,92.5,92.55,22010
N,7,37810,91.1,93,91,91.7,7799
N,7,37811,91,91.5,87,89.6,6626
N,7,37814,89.9,98.9,89.9,96.7,17488
N,7,37815,97.05,99.2,94,94.4,16495
N,7,37816,94.3,96,94.2,95.3,5295
N,7,37817,95.5,97,93.25,94,12231
N,7,37818,92.4,94,88.55,89.7,6074
N,7,37821,92.5,92.8,89.2,89.75,6899
N,7,37822,89.1,91,86.65,89.6,13217
N,7,37823,84,86.9,84,84.1,11110
N,7,37824,84.05,87,84,86.45,3275
N,7,37825,84.5,92.8,84.5,91.75,14657
N,7,37828,92.8,100,92.8,98.35,28666
N,7,37829,102,102,97.1,100.45,17727
N,7,37830,100.15,114,100,110.2,65683
N,7,37831,112.25,116.4,111.05,113.35,48078
N,7,37832,115.5,115.75,105.25,106.3,10480
N,7,37835,106,107.5,101.75,102.75,14963
N,7,37836,104.8,106,99.05,99.45,11689
N,7,37837,97,104.7,97,100.6,6028
N,7,37838,101,101,98.5,100.6,6818
N,7,37839,102.4,102.4,98.5,99.15,12527
N,7,37842,99.25,102,99.25,100.85,11669
N,7,37843,102.8,103.85,100,101.15,4949
N,7,37844,100.9,102,100,101.25,1971
N,7,37845,100.5,107.75,100.5,102.5,21998
N,7,37849,109,114.9,109,110.85,99076
N,7,37850,114.9,119,111.2,112.25,44218
N,7,37851,114.95,114.95,110.35,111.25,15145
N,7,37852,111,114.8,110,110.6,14063
N,7,37853,109.55,111.9,104,105.05,19433
N,7,37856,107.1,107.95,100,101.65,18073
N,7,37857,101.65,105.75,100.1,104.8,4792
N,7,37858,111,111,104.1,104.95,7430
N,7,37859,106,108.5,105,106.05,4892
N,7,37860,107.7,107.9,102,106.3,10508
N,7,37863,108.9,108.9,105,106.25,9396
N,7,37864,108.65,108.65,103.1,103.7,6229
N,7,37865,103,105.4,103,103.5,4655
N,7,37866,103.1,104.4,102,103.8,2035
N,7,37867,105.5,124.6,105.5,124.4,132554
N,7,37870,130,134.75,125.05,129.85,140599
N,7,37871,131.8,134,122,124.95,31765
N,7,37872,124.8,126,120,122.3,24655
N,7,37873,122.8,126,113.5,120.25,21383
N,7,37874,123.05,124.8,115.1,117.3,20525
N,7,37877,115.1,117,108.2,110.1,12013
N,7,37878,105.1,119.75,105.1,118.95,7074
N,7,37879,122.8,124.5,119,120.5,8930
N,7,37880,113.9,118,110,111,6705
N,7,37881,112.8,113.95,107.05,110.35,8401
N,7,37884,108.25,115.8,108,115.15,6591
N,7,37885,114.1,117.5,113.25,116.65,3670
N,7,37886,117,120.9,116,119.25,7888
N,7,37887,123.45,138.25,120.4,131.4,90421
N,7,37888,133.3,138,131,131.95,50538
N,7,37891,133.3,145.5,133.3,142.15,54037
N,7,37892,145.25,157.8,145.25,155.45,79516
N,7,37893,157,164.5,153.4,157.6,216266
N,7,37895,158.4,166.4,158.4,163.6,94406
N,7,37898,165.8,169,163.4,166.5,88685
N,7,37899,167.3,174.5,165.15,168.35,161600
N,7,37900,168.4,170.8,162.3,164.1,123522
N,7,37901,166.4,172,165,167.75,72731
N,7,37902,167.8,175.75,167.8,170.1,55386
N,7,37905,176.5,178,169,171.05,59103
N,7,37906,171.1,173.2,162.45,164.4,65585
N,7,37907,165,165,160.15,161.85,24192
N,7,37908,163,165,161,162.3,34381
N,7,37909,163,171.95,163,166.45,119401
N,7,37912,176,181.8,168.7,169.95,99973
N,7,37913,169.1,174,165,167.3,77836
N,7,37914,168,168.95,159.95,160.7,65257
N,7,37915,160,162.9,148,151.95,64293
N,7,37916,158.8,160,151,158.05,58450
N,7,37917,161.95,169.8,161.95,163.3,42683
N,7,37919,164,164,155,157.2,36867
N,7,37920,155,158,152.25,152.6,51683
N,7,37921,153.25,156.45,150,151.75,43914
N,7,37922,158,164,152,159.1,60740
N,7,37923,164,164,160,160.7,56327
N,7,37926,164,167,161.35,162.3,84413
N,7,37927,166.95,167,162,162.6,50182
N,7,37928,160,166,160,160.65,44650
N,7,37929,160.05,163.5,160.05,161.7,42121
N,7,37930,162,162.8,158.65,159.9,54887
N,7,37933,159,168.85,157,163.25,24962
N,7,37934,160,165,160,161.3,42921
N,7,37935,161,167.5,160.15,163,31964
N,7,37936,164.25,165,160.05,161.1,41959
N,7,37937,158.25,161,154,155.2,38202
N,7,37938,152,156,152,153.55,29074
N,7,37940,156,158.5,153.5,156.55,36299
N,7,37941,156.05,158,151.9,153,46284
N,7,37942,155.1,155.1,147,147.25,36634
N,7,37943,150,150,135,139.6,46836
N,7,37944,139.95,139.95,133.25,135.3,47668
N,7,37947,139.95,142,135,139.55,58025
N,7,37948,144.25,150.7,141,147.6,59886
N,7,37950,149.45,154.5,147.5,150.7,47293
N,7,37951,153.95,153.95,148.25,149.25,33660
N,7,37954,150.25,154.8,150.25,153.65,45194
N,7,37955,155.25,155.5,151.55,154.35,45444
N,7,37956,158,165,154,161,82368
N,7,37957,161.5,177.1,159.05,173.2,452477
N,7,37958,176.8,178.85,166.1,167.35,87496
N,7,37961,171,174.65,167.1,172.1,64800
N,7,37962,176,186.2,173,182.65,137375
N,7,37963,183,190,180,188.4,327296
N,7,37964,189,201.9,189,200.1,390819
N,7,37965,203,220.15,202.95,219.75,314448
N,7,37968,223,241.7,223,232.45,392916
N,7,37969,239.9,240.15,222.5,225.6,156247
N,7,37970,225,233,220.9,230.7,313899
N,7,37971,238,244,235,237.6,141015
N,7,37972,238.55,249.7,233,242.45,269907
N,7,37975,249,249,240,241.05,96256
N,7,37976,241,243.9,230,232.15,37274
N,7,37977,235.05,243.8,234.1,243.75,105764
N,7,37979,244,248.5,239,241.5,52133
N,7,37982,250,250,239.05,241.8,36176
N,7,37983,242,249,230,231.7,49093
N,7,37984,236,236,224.1,226.35,55337
N,7,37985,231,233,228,230.8,25616
N,7,37986,230.9,235.8,228,229.45,52130
N,7,37989,232.1,235.6,219.95,220.9,43365
N,7,37990,222.55,229.4,218,220.7,32762
N,7,37991,220,225,212,213.3,34152
N,7,37992,215.15,224,213,223.5,69183
N,7,37993,223.8,232,219,219.65,36480
N,7,37996,221,223.95,217.15,218.95,29266
N,7,37997,217.75,221,214.2,215.95,25800
N,7,37998,216,220,215,215.75,15097
N,7,37999,216,219,208,211.7,45907
N,7,38000,210,210,204,206.55,41980
N,7,38003,208,216.9,206.5,216.9,49632
N,7,38004,222,227.7,212,214.95,36014
N,7,38005,215,218,204.2,204.2,22230
N,7,38006,209,209,194,196.8,53709
N,7,38007,195.55,205,188.2,192.9,52212
N,7,38011,196.2,202.55,194,202.45,37114
N,7,38012,204,207,195.25,196.45,24860
N,7,38013,198,202,194,195.65,21322
N,7,38014,196.75,198,190,190.45,27825
N,7,38018,190,190,180.95,181.65,26088
N,7,38019,183,190.7,172.6,187.7,71026
N,7,38020,188,188,178.5,180.35,36928
N,7,38021,181.05,182.85,171.35,177.8,35555
N,7,38024,179.95,184,176.7,181.1,30880
N,7,38025,182,190.2,182,189.35,35473
N,7,38026,187.5,198.85,187.5,197.8,50274
N,7,38027,201.5,204.45,193,194.95,51436
N,7,38028,202,204.7,195.75,203.9,149135
N,7,38031,207.7,214.1,206,214.05,42191
N,7,38032,208,217.9,208,211.85,20237
N,7,38033,215,222.45,213.5,217.9,42378
N,7,38034,218,219.5,207,207.75,34585
N,7,38035,207,218.15,205.5,214.35,76853
N,7,38038,218,224.8,206,210,39412
N,7,38039,209.5,215.8,206.7,209.3,38575
N,7,38040,208,214.5,205.75,207.05,33519
N,7,38041,207.2,212.4,202,202.6,33910
N,7,38042,203,205,196,199.2,43296
N,7,38045,200,201,196.65,197.8,30473
N,7,38047,198.7,200,191.8,193.25,26354
N,7,38048,194.75,196,189.35,190.05,22577
N,7,38049,190,196,187.45,194.7,40218
N,7,38052,198.5,199.5,195.5,196.95,20828
N,7,38053,196.95,197,192.6,193.85,30346
N,7,38054,193.25,195,191,191.6,33284
N,7,38055,193.45,194.95,190.25,190.5,15022
N,7,38056,190,191.9,183,184.9,39084
N,7,38059,185.55,195,183,183.65,18194
N,7,38060,184.5,189,181,182.5,47327
N,7,38061,183.5,185.5,182,182.85,38343
N,7,38062,184.9,185,180,180.4,12467
N,7,38063,183.45,183.45,178.05,179.9,22180
N,7,38066,179,181.75,170,172.45,25321
N,7,38067,174,175,168,170.75,26856
N,7,38068,169.25,169.9,165.3,167.2,21464
N,7,38069,173.45,176.4,166.95,168.35,15280
N,7,38070,169,176.5,168.25,170.1,15061
N,7,38073,171.8,174.5,169,173.55,13622
N,7,38074,173,190.8,172,183.8,34912
N,7,38075,184,202,182.5,187.7,133798
N,7,38076,189.95,195,184.35,185.75,22253
N,7,38077,188.85,188.9,184.25,185.95,28361
N,7,38080,189,192,183.7,185,16205
N,7,38081,187.1,190,182,183.05,13747
N,7,38082,184.1,187.4,183.1,184.15,13682
N,7,38083,185.1,187,182.8,183.25,20780
N,7,38087,184.95,190,183,183.3,17149
N,7,38088,189,189,183,185.3,24593
N,7,38090,185.5,187,183.45,184.6,28036
N,7,38091,185,189,183.5,184.05,19704
N,7,38092,185.25,186,184.5,184.7,9071
N,7,38094,186.85,189,184,184.7,19445
N,7,38095,187,188.9,181.25,183.65,19007
N,7,38096,186.75,197.7,184,194.45,42213
N,7,38097,203,203,190,191.8,29397
N,7,38098,196.5,196.75,188,189.1,29827
N,7,38102,189.95,190,173.15,175.3,21102
N,7,38103,179,182,171,172,16954
N,7,38104,179,179,170.8,171.9,17977
N,7,38105,173.5,176,164,168.95,18580
N,7,38108,172,178,169,170.2,21315
N,7,38109,178,178,170,172.4,11699
N,7,38110,173.25,183,172.6,179.6,26197
N,7,38111,186.95,187,179.1,182.5,21955
N,7,38112,183.5,189,180.95,184.6,26871
N,7,38115,190,191.6,179,180.35,33934
N,7,38116,176.5,178,168.6,171,26255
N,7,38117,170,173,170,172.3,74513
N,7,38118,168,188,168,175.7,30480
N,7,38119,173.85,176,160.1,166.6,26502
N,7,38122,168.9,170,149.95,149.95,4650
N,7,38123,159.4,164,148,159.9,24352
N,7,38124,155,170,155,168.9,32241
N,7,38125,170.55,175,166,168.85,12742
N,7,38126,169.95,180,166,174.3,41266
N,7,38129,177.5,182.5,173.5,179.45,214908
N,7,38130,180,187,177,181.25,26512
N,7,38131,184.2,185.5,178.05,178.45,16212
N,7,38132,178.5,180,176,178.4,25319
N,7,38133,180,181.5,174,175.1,43220
N,7,38136,175,177.25,165.3,167.8,11867
N,7,38137,170,174.3,166.9,168,17687
N,7,38138,169,171,165,168,17127
