Exch,ScripCode,TradeDate,OpenRate,HighRate,LowRate,CloseRate,Qty
N,22,37691,142.1,142.1,139.4,140.95,403977
N,22,37695,140,140.9,137,139.05,408739
N,22,37697,138.75,138.75,132.1,132.6,1371595
N,22,37698,132.5,136.2,132.2,135.7,964748
N,22,37699,135.95,139.35,135,138.4,540162
N,22,37700,143.25,143.25,138.45,139.05,215372
N,22,37702,139.1,139.1,134.1,134.75,263112
N,22,37703,135,136.2,132.75,135,413195
N,22,37704,135.55,138.95,132.5,138.55,812159
N,22,37705,136,139.5,136,138.25,520605
N,22,37706,137.8,139.1,135.05,138.7,343703
N,22,37709,137,139,136.1,138.5,258068
N,22,37710,138.5,141.4,137.1,139.2,460007
N,22,37711,140.3,141.5,139.4,140.35,175372
N,22,37712,149.35,149.35,138.8,139.8,402265
N,22,37713,139.95,141.9,139,141.3,453792
N,22,37716,142,143.4,141.05,142.9,265694
N,22,37717,142.95,144.9,141.15,143.95,366992
N,22,37718,144,144.45,141.3,142.8,268388
N,22,37719,141.9,143.5,139,140.5,286710
N,22,37720,140.5,142.3,137.95,140.85,180470
N,22,37724,140.8,140.85,134.7,135.55,545909
N,22,37725,134.5,139.85,134.5,136.75,325510
N,22,37726,137.9,138.4,135.5,137.4,207400
N,22,37730,138.5,138.5,133.6,134.55,701932
N,22,37731,135,136.7,132.75,134.15,466277
N,22,37732,137,137,133.1,133.6,279014
N,22,37733,136.75,136.75,130.1,131.1,950139
N,22,37734,132,132.25,127.15,128,904526
N,22,37737,128.1,129.75,126.7,128.45,589642
N,22,37738,129.8,130.8,129,129.5,609556
N,22,37739,129.9,131.85,128.3,130.8,681509
N,22,37741,131.8,132.2,129.05,130.45,1512524
N,22,37744,131.9,133,130.8,132.05,502877
N,22,37745,133.65,134.3,132.25,133.75,703249
N,22,37746,133,134.3,131.7,132.3,1034573
N,22,37747,132.7,134.15,129.55,130.1,684586
N,22,37748,130,131.3,128.8,129.45,386546
N,22,37751,130.15,130.5,129.05,129.45,280582
N,22,37752,130.1,131.85,129.3,131.25,413421
N,22,37753,130.4,132.85,130.4,132.05,238348
N,22,37754,132.4,134.5,132.4,134.2,372068
N,22,37755,135,135,132.55,133.35,466637
N,22,37758,133.2,135.8,132.55,133,751122
N,22,37759,132,134.1,132,133.2,640037
N,22,37760,133.2,140.8,133.2,135.6,777375
N,22,37761,136.3,137.45,135,135.55,372126
N,22,37762,136.5,136.8,134.9,135.7,503220
N,22,37765,136.9,141.4,136.05,140.5,1347362
N,22,37766,141.5,142.7,140.1,140.85,958251
N,22,37767,141.1,142.8,139.6,140.55,307927
N,22,37768,141,146.9,140.65,146.3,1602299
N,22,37769,149,149,145,145.55,501747
N,22,37772,146,150.25,145.6,149.45,952801
N,22,37773,149.5,149.8,145.35,148.6,676369
N,22,37774,149,150,147.6,148.3,238068
N,22,37775,149.5,150.25,146,146.6,535239
N,22,37776,146,149.2,146,148.15,320114
N,22,37779,149.4,153.2,148.25,151.9,931572
N,22,37780,153.35,153.35,146.65,147.25,710366
N,22,37781,147.9,149.45,146,147.85,674114
N,22,37782,148.8,149.25,147.3,147.75,219866
N,22,37783,148.25,149.9,146.8,147.3,432875
N,22,37786,146.05,148.3,145.4,145.7,382163
N,22,37787,155,155,146.65,153.65,1866736
N,22,37788,155.9,162.3,154.5,160.9,2951867
N,22,37789,160,164,158.25,160.4,1173268
N,22,37790,159,160.65,156.65,158.45,472818
N,22,37793,158.05,160.3,156.15,156.55,429446
N,22,37794,156,158.8,155.2,157.05,818737
N,22,37795,158.25,166.7,156.6,165.35,2472950
N,22,37796,166,168.7,163.5,167.8,2237561
N,22,37797,167,171.65,165.05,170.7,1932626
N,22,37800,169.1,170.75,166.5,167.2,991869
N,22,37801,166.1,167,162.5,163.45,932016
N,22,37802,162.9,167.7,162.9,165.05,1191965
N,22,37803,168.25,171,165.6,168.55,1606665
N,22,37804,170.55,175.8,168,168.75,1192160
N,22,37807,164.5,171,164.5,169.9,1146371
N,22,37808,173,173.85,169,170.15,1484160
N,22,37809,171,171,166.5,167.25,673363
N,22,37810,168.5,176.25,166.8,174.9,1343111
N,22,37811,173.4,176.85,171.25,172.25,909409
N,22,37814,176,180.2,173,179.25,1684733
N,22,37815,179.9,181.45,173,177.5,1199990
N,22,37816,177.45,183.5,175.4,181.95,1612217
N,22,37817,184,184.55,176.2,177.55,1600662
N,22,37818,179,179.75,172.5,174.5,1518748
N,22,37821,174.8,177.8,173.1,174.3,1291741
N,22,37822,171,173.45,165.35,167.1,1069288
N,22,37823,168.1,169.8,162.8,165.3,663123
N,22,37824,170,172.2,166.55,171.3,3506801
N,22,37825,172,179.3,171.9,178.45,2038805
N,22,37828,182,183.85,178.25,179.15,1020071
N,22,37829,177,188.7,176.2,185.9,1828879
N,22,37830,189.1,200.4,188.5,198.6,4817606
N,22,37831,199,199.9,193.5,194.25,1917376
N,22,37832,196.2,204.5,194.65,202.15,3422173
N,22,37835,202,207.9,200,203.75,2640723
N,22,37836,205.55,206.8,192.75,194.75,4345221
N,22,37837,185.15,200.7,185.15,197.9,3811401
N,22,37838,201,202,197.15,200.2,2502414
N,22,37839,202.95,207.4,199,205.85,4424436
N,22,37842,207.45,210.4,203,206.25,3611392
N,22,37843,206.4,207.25,200.2,202.35,3117300
N,22,37844,203.4,209.75,200.55,209.2,4148779
N,22,37845,212,214.9,205.15,206.35,3803445
N,22,37849,207.4,211.4,205.5,209.2,3023998
N,22,37850,212,219.6,209.1,215.15,6674189
N,22,37851,216.55,220.8,213.65,217.35,4060704
N,22,37852,217.85,221.45,215.2,218.35,4587142
N,22,37853,220,222.2,215.25,217.5,2926373
N,22,37856,219,219.45,201.1,207.2,3089299
N,22,37857,207.9,215,206.7,213.7,2608349
N,22,37858,217.8,217.8,212.65,213.8,2208888
N,22,37859,212,212,204,204.95,4599912
N,22,37860,207,215.75,206,212.45,4280955
N,22,37863,214.9,218.7,213.8,217.25,3603215
N,22,37864,221.1,225.35,218.6,220.75,5225769
N,22,37865,221.8,222.85,212.1,213.55,4056482
N,22,37866,214.8,217.8,209.1,212.1,2589748
N,22,37867,213.6,216.9,210.1,215.95,2332854
N,22,37870,218.4,221.4,217.05,217.65,2248552
N,22,37871,219.5,220,213.1,214.6,2139290
N,22,37872,217.85,217.85,213,215.55,2006471
N,22,37873,216,218.5,213.55,214.15,1956663
N,22,37874,215.9,216.25,206.55,207.55,3023943
N,22,37877,207.9,207.9,193.65,196.1,3147895
N,22,37878,207.5,207.5,187.6,199.6,2448682
N,22,37879,201.35,203.9,187.85,191.15,2452744
N,22,37880,192.1,192.1,181.2,182.7,3667267
N,22,37881,185.3,188.8,178.55,183.45,3929079
N,22,37884,186.5,193.25,185,189.4,4815030
N,22,37885,188,200,186.6,190.25,3694929
N,22,37886,192,199.6,189.75,198.7,4593149
N,22,37887,187,199.9,187,193.55,4843035
N,22,37888,194.95,198.6,193.9,196.35,2722965
N,22,37891,200.1,203.1,196.7,201.45,3036936
N,22,37892,205,206,202.6,203.4,3419082
N,22,37893,203.5,204.75,199.6,200.85,2440771
N,22,37895,203.45,207.45,201.2,206.55,2405950
N,22,37898,207.5,212.9,207.5,210.85,2740620
N,22,37899,212,215,208,211.15,3708374
N,22,37900,215,217.25,211.5,213.25,3941210
N,22,37901,209,211.7,203.5,206.95,3642368
N,22,37902,207.9,210.8,202.5,203.5,2711727
N,22,37905,204.9,209.9,197.1,208.35,4127483
N,22,37906,210,213.3,202.15,203.55,3732853
N,22,37907,204.45,206.35,200.5,204.55,3093245
N,22,37908,206.7,214.65,206.45,211.95,4801033
N,22,37909,213.7,218.5,212.95,217.1,4497038
N,22,37912,218,220.5,208,210.15,4117974
N,22,37913,209.9,211.65,197.1,199.2,3968864
N,22,37914,201.4,204.2,195.5,198.3,7672897
N,22,37915,200.1,204.8,196,197.1,3613337
N,22,37916,198.45,200.25,192.4,199.2,3876664
N,22,37917,199,208.4,199,205.8,1771544
N,22,37919,207.1,212.2,204.15,205.55,4970642
N,22,37920,206.8,206.9,200.05,201.6,3098266
N,22,37921,204.4,204.7,199.55,203.3,2126092
N,22,37922,204.9,207.9,203.1,204.75,3301031
N,22,37923,206,216.1,205.75,213.15,3629836
N,22,37926,216,229.9,215.8,227.7,7184711
N,22,37927,231,236.95,225.9,234.45,8276888
N,22,37928,233.9,237.45,229.1,233.45,6716131
N,22,37929,234.9,240,232,234.25,4021419
N,22,37930,233.8,236.5,228.65,229.95,3377125
N,22,37933,236,236,223.1,229.7,2312924
N,22,37934,232.9,243,231.15,241.95,7857202
N,22,37935,243.9,245.2,233.65,235.7,5699670
N,22,37936,236.6,239.3,227,229.25,3577394
N,22,37937,227.35,232.5,222.05,223.5,3938518
N,22,37938,222,230.9,222,227.7,1329976
N,22,37940,230,231.75,226.2,230.1,2191273
N,22,37941,231.5,234.25,223.2,225.05,3027848
N,22,37942,225,225,217.55,219.95,3296368
N,22,37943,221,226.35,218.55,219.6,4106950
N,22,37944,220,221.85,216.1,220.85,3532994
N,22,37947,222.2,222.75,218.5,220.15,2822670
N,22,37948,222.75,222.75,218.25,220,2360684
N,22,37950,224.45,224.85,218.15,219.15,3191235
N,22,37951,220.2,228,220.1,226.45,3588117
N,22,37954,229.15,237.15,228.1,230.55,2659886
N,22,37955,231.9,235.95,227.6,234.1,4245731
N,22,37956,235,239,232.75,234.35,2842838
N,22,37957,234.4,235.8,228.6,232,2071754
N,22,37958,232.05,236.5,224.5,225.85,2862435
N,22,37961,225,225.95,216.8,218.1,2962121
N,22,37962,221.45,224.45,219.25,223.3,2361032
N,22,37963,223.9,226.5,221,222.6,2031420
N,22,37964,224,224.7,219.5,221.85,1651128
N,22,37965,223,228,220,226.55,2311382
N,22,37968,228,234.4,227.15,228.1,2256753
N,22,37969,227.5,229.4,222.5,225.95,3034647
N,22,37970,225.45,227.45,223.7,224.8,1690652
N,22,37971,225,229.8,222.65,227.65,2680102
N,22,37972,231,233.9,229,231.05,2901007
N,22,37975,232,235.3,230.9,231.85,2542198
N,22,37976,233.5,235.3,230.7,232,2977198
N,22,37977,232,234.75,230.9,231.6,3706846
N,22,37979,233.4,250.4,233.15,249.35,7936487
N,22,37982,252.4,258.4,249.4,251.6,4133362
N,22,37983,254.4,254.4,240,242.35,3844947
N,22,37984,242.9,247.7,241.1,244.9,3066246
N,22,37985,255,260,245.5,258.5,6261239
N,22,37986,259.5,266.9,255.7,265.15,5251723
N,22,37989,268,274.9,256.4,273.9,6920249
N,22,37990,275,278.4,259.7,263.6,4657535
N,22,37991,263.8,268,260.55,266.2,4432643
N,22,37992,270,278.8,268.2,274.65,3906419
N,22,37993,298,298,267.3,271.25,3982545
N,22,37996,271,271.9,261.15,262.7,4193622
N,22,37997,263.4,266.1,258.9,265.05,2634052
N,22,37998,266,272.4,266,269.8,3116294
N,22,37999,270,274.5,255.05,260.4,3394353
N,22,38000,260,260,243.8,246.9,3816209
N,22,38003,250.8,258.85,240.65,255.3,4157987
N,22,38004,259,263.5,245.65,251,5676326
N,22,38005,251,255.45,238.1,241.55,4488043
N,22,38006,244,249,225,229.8,5144675
N,22,38007,236,244.9,222.5,241.75,6244306
N,22,38011,244,261.45,242.4,260.25,4832322
N,22,38012,260,270.45,254.5,257.75,6505623
N,22,38013,261.1,264.85,255.2,259.65,4783665
N,22,38014,261.75,268.95,253.2,255.35,6627065
N,22,38018,257.9,258,238.75,241.95,4643344
N,22,38019,246,257.9,242.3,255.45,4161979
N,22,38020,258.2,264.4,251.55,254.55,4799968
N,22,38021,257,258.4,249.05,256.45,3738620
N,22,38024,259,268.35,258.5,266.85,3590062
N,22,38025,269.85,270.45,260.1,264.35,5083906
N,22,38026,278,278,265,274.65,5785036
N,22,38027,275,277.4,265.6,269.45,4298390
N,22,38028,270,272.65,265.65,272.1,3242178
N,22,38031,273.5,276,268.55,272.05,3491531
N,22,38032,271.9,274.8,269.1,273.9,2678373
N,22,38033,275.2,277,268.65,269.6,4279572
N,22,38034,270.6,270.9,261.4,262.5,3972822
N,22,38035,262.1,263.5,256.2,260.65,3482441
N,22,38038,261,263,251.15,252.3,2170783
N,22,38039,252,257.9,247.1,256.6,3561478
N,22,38040,258,258.5,249.65,250.95,2337503
N,22,38041,251.15,254.55,245.3,246.85,2600896
N,22,38042,248.1,260.85,246.35,259.1,3675852
N,22,38045,261.2,264.4,258.1,263.85,2659761
N,22,38047,265,272,263,269.6,4526279
N,22,38048,269.9,270.75,260.3,263.85,2532986
N,22,38049,265,273.9,264.35,272.95,3098990
N,22,38052,273.7,280.2,273.25,277.2,4044616
N,22,38053,278.9,278.9,269,273.1,3551522
N,22,38054,272.15,272.45,263.55,265.2,3433652
N,22,38055,265,265,254.7,256.2,3092297
N,22,38056,251.95,262,251.95,260.65,2987963
N,22,38059,263,264.9,244.15,247.9,2806451
N,22,38060,241.1,249.9,241.1,245.85,2821664
N,22,38061,230,249.4,230,248.2,2069865
N,22,38062,249,251.4,244.7,245.6,2620666
N,22,38063,238.15,251.7,238.15,248.2,2751445
N,22,38066,249,250.45,239.05,240.6,2107868
N,22,38067,233.6,246.45,233.6,243.05,2062909
N,22,38068,242,249.45,240,241.75,1805306
N,22,38069,243,248.4,242,245.05,1288775
N,22,38070,247.45,257.5,247,255.5,2989562
N,22,38073,255.25,256.7,249.65,255.3,1180292
N,22,38074,255.85,258.3,249.15,250.3,1631958
N,22,38075,250.1,256.3,248.6,254.65,1547462
N,22,38076,244.6,262.5,244.6,261.65,1897827
N,22,38077,263.5,266.1,258.4,264.65,2034269
N,22,38080,265,269.15,261.5,263.75,1745537
N,22,38081,264.75,265.5,256.1,258.25,1534960
N,22,38082,259,262.4,256.3,259.55,1364619
N,22,38083,260.5,264.5,257.5,263,1785872
N,22,38087,264,269.4,263.1,264.3,1903277
N,22,38088,264,269.4,260.85,267.4,1865928
N,22,38090,268.5,277,267.5,274.1,3072326
N,22,38091,275,281,275,278.7,2904249
N,22,38092,281,281,275.6,276.65,455033
N,22,38094,276,278.5,269.05,271.1,1288758
N,22,38095,271.95,271.95,266.25,268,1014473
N,22,38096,267,277.8,264.85,276.65,1836867
N,22,38097,277,287,273.15,284.35,2710266
N,22,38098,285.85,291.4,281.1,286.9,3320559
N,22,38102,282,282,265,267.05,2657227
N,22,38103,266,273.9,266,269.95,3476944
N,22,38104,267.7,276.4,267.7,274.55,2890211
N,22,38105,275.55,283.85,274.1,280.1,3694642
N,22,38108,278.6,278.7,265.55,271.75,3158830
N,22,38109,274.15,287.4,274.15,285.7,3584201
N,22,38110,287.35,292.5,285.1,289.8,4335477
N,22,38111,299,308.4,288.5,289.65,3406614
N,22,38112,290,290.8,282.15,284.25,2259415
N,22,38115,280,280,270.5,274.65,2322797
N,22,38116,275,275,260,267.35,3154162
N,22,38117,266,280,264.8,277.05,3086055
N,22,38118,265,285.55,261,280.65,3257964
N,22,38119,280,282.7,257,267.5,3384668
N,22,38122,270,270,220.9,244.2,2326470
N,22,38123,248,259,245,253.25,2354231
N,22,38124,256,263.4,249.35,257.7,3928430
N,22,38125,263,264.25,253.1,255.35,2500780
N,22,38126,262.5,262.5,248.35,254.7,2465363
N,22,38129,258,264,257,261.9,1856751
N,22,38130,263.2,263.5,255,261.3,2385394
N,22,38131,258.75,264.9,257.8,258.8,1805448
N,22,38132,259,260.65,255.15,256.85,2168870
N,22,38133,260,260,247.5,249.45,2192041
N,22,38136,247,248,234.6,237.05,2674545
N,22,38137,239.9,248.25,238,245.2,2038446
N,22,38138,246,250.55,246,249.25,1047621
N,22,38139,252.75,254.85,239,241.95,2257732
N,22,38140,240,246,238,243,1497473
N,22,38143,246,247.6,242,243.9,859753
N,22,38144,244.75,248.5,241,247.9,1154579
N,22,38145,247.8,249.85,243.2,245.4,1348672
N,22,38146,247,248.5,243.1,247.25,828171
N,22,38147,248,249.35,242.8,245.4,901810
N,22,38150,246,247.7,234.1,236.5,1449270
N,22,38151,232,239.8,231,238.15,2194139
N,22,38152,236,237,227.55,229.65,2248147
N,22,38153,229.2,234.4,223,232.65,4994520
N,22,38154,235.45,235.45,228.4,229.65,2366250
N,22,38157,231.7,233.8,229.1,230.75,1574073
N,22,38158,231.6,235.5,228.5,234.7,2039472
N,22,38159,232.1,236.8,227.55,229,1385633
N,22,38160,232,239,224.35,234.2,2904044
N,22,38161,281,281,232,235.3,1817282
N,22,38164,232.9,243,232.9,241.05,2382094
N,22,38165,241,241.9,235.3,240.55,2523573
N,22,38166,241.5,246.5,241.1,242.1,1824718
N,22,38167,242,245.35,239.05,244.55,1753985
N,22,38168,242,244.55,238,240.25,1202679
N,22,38171,241,241,235.5,237.35,1575748
N,22,38172,237,245,235.05,243.65,3375407
N,22,38173,239.65,247.25,238.1,241.7,2478126
N,22,38174,244,249.25,234.5,238.6,2196483
N,22,38175,235,242.5,231.1,241.8,712817
N,22,38178,241.55,243.2,238.1,239.95,663842
N,22,38179,240,241.4,230.1,231.15,1386841
N,22,38180,231,231.9,227.4,228.75,2031060
N,22,38181,228,232.25,228,231.7,1923843
N,22,38182,231.5,234.25,230.8,233.25,2044704
N,22,38185,233.85,236.85,232.1,233.4,1162478
N,22,38186,234.6,234.85,232,232.85,970381
N,22,38187,233,254.85,229.55,232.1,1011793
N,22,38188,235,235,228.1,228.95,3138645
N,22,38189,230,236.1,229.4,235.35,3008587
N,22,38192,236,242.45,234.6,239.9,2518490
N,22,38193,242.1,243,235,235.5,1484749
N,22,38194,236,236.85,232.2,233.3,1330856
N,22,38195,233.05,235.8,231.2,234.05,1982206
N,22,38196,234.5,242,234.5,239.65,2177622
N,22,38199,240.8,245.5,240.8,243.6,2020419
N,22,38200,245.3,253.9,244.25,250.7,4919260
N,22,38201,251.5,254.7,248.25,250.15,3458453
N,22,38202,252,254.6,248.1,253.05,2774422
N,22,38203,254,258.5,251.7,257.35,4362441
N,22,38206,258,262.3,255.7,261.4,3051347
N,22,38207,262.5,264.5,258,260.05,2606188
N,22,38208,260.2,261,253.15,254.6,2690529
N,22,38209,225,258.35,225,256.4,3028481
N,22,38210,256.1,264.4,255,262.7,3487883
N,22,38213,262,263.5,257.2,260.55,2436481
N,22,38214,262,267.4,262,265.7,2836852
N,22,38215,265,265.3,260.25,261.3,1882608
N,22,38216,262.5,267.25,261.35,266.5,2526350
N,22,38217,266,266,259,262.6,2343857
N,22,38220,264,266.1,258,259.6,2814304
N,22,38221,260.5,262.5,258.5,261.15,2407888
N,22,38222,262,264.9,262,263.4,1933588
N,22,38223,265,266,261.8,263.8,2618754
N,22,38224,263.55,264.4,260.6,261.45,1224441
N,22,38227,263,270,262.5,269.4,2032245
N,22,38228,269,271.9,267.3,269.4,2365379
N,22,38229,269.95,272.65,269.1,271.25,2424053
N,22,38230,272,272.1,267.45,268,1581638
N,22,38231,268.5,268.9,265.85,267.35,1123812
N,22,38234,267.85,269.9,266.15,267,834919
N,22,38235,267.25,269,266.1,268.2,1040295
N,22,38236,269.05,271.7,269,271,1732112
N,22,38237,270.45,272.5,269.2,271,1876059
N,22,38238,270.05,273.9,269.2,273.45,1562155
N,22,38241,273.5,274.9,271.1,271.95,1354417
N,22,38242,272.4,275.35,270.7,273.6,1476364
N,22,38243,274,276.65,273.25,274.85,1673111
N,22,38244,274.8,276.4,274.4,275.6,926125
N,22,38245,275.95,278.8,273.1,273.7,1746648
N,22,38248,275,277.25,272.9,273.45,1788407
N,22,38249,273.05,275.35,271.7,274.8,1512175
N,22,38250,275,279,275,276.85,1885898
N,22,38251,277,278.75,271.15,271.95,1392071
N,22,38252,271.7,273.1,269.4,270,1380493
N,22,38255,267.3,271.25,266,267.35,1512202
N,22,38256,265.9,267.95,265.25,266.2,1397540
N,22,38257,266,268,263.05,266.1,1445506
N,22,38258,267.8,270.8,266.1,267.25,2604325
N,22,38259,267.8,275.65,267,274.9,1807053
N,22,38262,276,280,275.25,275.95,1758016
N,22,38263,276.5,277.5,274.1,275.5,1203909
N,22,38264,274,279.8,272.6,273.95,1352731
N,22,38265,274.5,277.4,273.6,276,856835
N,22,38266,277.15,277.6,273.15,274.75,941704
N,22,38267,275,276.8,273,274,185101
N,22,38269,276,279.75,274,275.45,1510844
N,22,38270,276.9,277,268.55,269.2,1390415
N,22,38272,270,270,263.4,266.5,1088023
N,22,38273,267,268.8,263.85,264.7,805739
N,22,38276,266,267.9,263.3,264.55,778099
N,22,38277,266,266.95,261.75,264.45,1196698
N,22,38278,265.9,268.45,263.7,265.7,1020314
N,22,38279,266,267.25,263.05,263.95,568904
N,22,38283,263.5,264,253.5,254.7,576886
N,22,38284,254,255.9,246.6,251.2,2155360
N,22,38285,252,260.2,250.15,259.1,2576780
N,22,38286,263.4,264.8,260.15,261.05,1791548
N,22,38287,262,263.2,255,256.35,1274151
N,22,38290,258,260.85,253.2,259.35,893528
N,22,38291,261,264.5,260.5,263.05,829558
N,22,38292,264.9,265.55,263,264.7,918669
N,22,38293,264.85,265.5,260.05,261.45,892155
N,22,38294,262,264.2,258.1,263.1,1185216
N,22,38297,263,264.5,260.2,260.95,547392
N,22,38298,261,262.75,260,260.95,424680
N,22,38299,261.9,266,261.3,265.25,990718
N,22,38300,265.3,267.8,265,267.1,988839
N,22,38301,268.9,269.95,265.55,267.3,355060
N,22,38305,267,267.95,264.7,266.75,447605
N,22,38306,268,270.5,267,267.8,588726
N,22,38307,268,272.3,268,270.15,977850
N,22,38308,271.4,275.8,270.1,272.2,1520861
N,22,38311,271.5,278,270.05,276.85,1743633
N,22,38312,276.8,285.9,276.8,283.95,2369117
N,22,38313,286,290,285,287.85,1736160
N,22,38314,288,292.95,285,287.4,2127960
N,22,38318,287.65,291.9,286.65,290.4,822702
N,22,38319,293,293,285.1,286.95,1257257
N,22,38320,287,288,282.85,285,940928
N,22,38321,286,297.35,286,294.2,2707362
N,22,38325,292,307,292,304.25,3817397
N,22,38326,306,307.4,300.1,301.2,2017611
N,22,38327,302,309.5,301.1,305.2,2252339
N,22,38328,308,316.5,304.5,314.75,2353950
N,22,38329,316,319.1,312.2,314.2,1652652
N,22,38332,314.8,318.2,313.5,315.2,1068897
N,22,38333,316.05,318.2,314.05,315.5,924322
N,22,38334,315,318,312.4,313.7,1097021
N,22,38335,314,321.8,310,320.85,3470271
N,22,38336,321.5,323.75,315.6,316.8,1461223
N,22,38339,315,321,314,320.3,1245901
N,22,38340,321,322.9,319.05,320.4,849523
N,22,38341,320,323.3,315.5,317.1,1174252
N,22,38342,317,319.9,316.2,317.4,520056
N,22,38343,318,323.8,318,322.1,880128
N,22,38346,320.1,326.8,319,325.1,1082020
N,22,38347,325,328.4,324.5,325.8,846218
N,22,38348,327,336.5,324.4,335.2,2407044
N,22,38349,337.05,340.9,331.7,333.5,2386045
N,22,38350,335,340.8,335,338.65,1272559
N,22,38353,341.5,342.9,338.75,341.5,1031091
N,22,38354,343,353.35,341.2,351.25,2377765
N,22,38355,351,358.9,336.35,348.55,3886135
N,22,38356,348,356.4,340,343.6,2954242
N,22,38357,354.8,354.8,344,350.5,1817394
N,22,38360,351,356.7,343.05,345,1531063
N,22,38361,344,348.5,332.25,334.05,1999397
N,22,38362,333.75,341.9,329.75,333.2,2458645
N,22,38363,337.95,355,336.1,350.85,2590985
N,22,38364,353,357.5,342.65,344.75,2869246
N,22,38367,347,362.9,342.1,358.75,4035758
N,22,38368,362.3,368,356.95,361.55,4204544
N,22,38369,362.25,370.5,360.1,365.65,5605929
N,22,38370,365.05,368.9,340.6,342.1,13441088
N,22,38374,342,347,342,344.6,2209898
N,22,38375,346,346,337.3,344.35,3413422
N,22,38377,345,351.7,342.8,348.8,5084219
N,22,38378,349,353,348,351.15,2139412
N,22,38381,352,360.3,352,357.3,2461318
N,22,38382,358.6,359,354,355.2,1568519
N,22,38383,355.85,358.25,353.1,353.9,940018
N,22,38384,355,364.9,355,363.5,1400183
N,22,38385,360.35,379.7,360.35,375.85,4082722
N,22,38388,375.85,376,363.3,365.5,2266777
N,22,38389,363.6,373.6,362.05,369.6,1807577
N,22,38390,370,375.75,369.5,374.1,1442337
N,22,38391,374,384,374,379.4,2285622
N,22,38392,380.1,386.85,376.5,378.8,1351293
N,22,38395,379,381,373,373.75,1113975
N,22,38396,300,375.35,300,373.6,1351156
N,22,38397,374,375.9,367.6,368.7,1131263
N,22,38398,368,369,363.55,366.85,1166229
N,22,38399,367,370,363.05,364,1017811
N,22,38402,365,365,360.4,362.25,893108
N,22,38403,363,364.5,357.8,363.9,1079211
N,22,38404,363,367.4,361.05,362.9,731507
N,22,38405,364,366.4,358.3,359.7,1583815
N,22,38406,361,363.9,359.1,360.8,1001759
N,22,38409,362.6,368.45,360,367.5,1682339
N,22,38410,368,370.15,361.6,362.6,1163749
N,22,38411,363,369.05,362.05,368.15,1263254
N,22,38412,369,372.5,368,371.95,909494
N,22,38413,373,376.45,372.7,373.95,1058811
N,22,38416,377,377,366.5,368.8,648921
N,22,38417,369,372.35,366.2,368.15,785826
N,22,38418,368.5,372.5,364.5,367.15,1142845
N,22,38419,367.8,371.3,365.2,369.35,833365
N,22,38420,369.5,372.4,365.6,366.55,527809
N,22,38423,366.15,370,363.75,365.3,813751
N,22,38424,364,373.7,361,361.95,671263
N,22,38425,364,366.9,360.4,361.1,769252
N,22,38426,364,366,358,359.15,1589021
N,22,38427,359,360.9,354.2,359.8,962741
N,22,38430,360.95,363.5,360,361,802226
N,22,38431,361.65,361.65,356.6,357.75,1037792
N,22,38432,357.75,360.5,354.9,356.55,850496
N,22,38433,357,362.5,356.5,359.15,816797
N,22,38437,369.8,369.8,357.8,358.45,837391
N,22,38438,361,361,354.65,356.05,1080372
N,22,38439,355.5,360,354,358.6,553122
N,22,38440,360,362.9,359,360.55,667452
N,22,38441,360.6,364.9,357.1,363.95,614947
N,22,38444,364,365,360.05,361.75,372888
N,22,38445,362,363.95,361.1,361.9,611952
N,22,38446,363,364.6,361.5,363.5,476491
N,22,38447,363,365.9,363,364.45,416554
N,22,38448,365.9,366.1,351.05,361.75,811413
N,22,38451,360,360,356.25,357.25,372245
N,22,38452,357.25,364.7,355.5,361.75,286331
N,22,38453,362.6,369.95,362.6,366.3,413505
N,22,38455,366,366,360,361.95,151782
N,22,38458,361.9,368.5,356.5,363.4,137489
N,22,38459,364.2,368.8,360.25,367,280882
N,22,38460,411,411,357.7,370.95,528714
N,22,38461,370.85,373.85,368,371.75,335529
N,22,38462,373,377.6,370,376.4,483015
N,22,38465,376,382.6,374.15,376.8,567587
N,22,38466,380,380,370.05,371.2,236099
N,22,38467,372,372.4,361.1,363.9,305315
N,22,38468,364.1,372,355.05,367.45,518493
N,22,38469,367.8,367.8,360,360.6,203391
N,22,38472,363,368,359,362.6,691734
N,22,38473,365.95,374.9,365,373.25,740757
N,22,38474,374.5,376,368.3,369.95,529161
N,22,38475,369,375.9,369,370.5,306103
N,22,38476,373.9,379,371.95,377.55,1050987
N,22,38479,380,383,377.15,379.55,652691
N,22,38480,380,388.75,377.5,385.95,1187924
N,22,38481,385.95,387.9,381.5,385.1,415814
N,22,38482,386.2,394.45,382,391.5,676793
N,22,38483,391.5,395.75,389.5,391.15,677031
N,22,38486,400,400,389.75,391,421806
N,22,38487,392.3,394,380,381.75,434067
N,22,38488,383,385.5,378.2,382,498886
N,22,38489,383.8,387,380,381.6,237267
N,22,38490,380,382.95,376.1,378,562692
N,22,38493,379,381.8,374,378.25,619362
N,22,38494,378.25,383.8,377.55,381.95,364008
N,22,38495,382.1,387.8,380.95,385.15,564378
N,22,38496,384.1,386.9,378.5,380,363005
N,22,38497,381.95,386.7,379.5,382.3,310885
N,22,38500,381.15,383.4,374.05,374.85,262916
N,22,38501,370,380.4,370,376.7,456784
N,22,38502,377.9,381,376.1,378.85,241708
N,22,38503,380,380.9,371.1,372,397296
